species_id,species_name,habitat,population_size,habitat_fragmentation,climate_vulnerability,illegal_hunting_pressure,conservation_efforts_index,breeding_program_exists,legal_protection,iucn_category,iucn_category_code
216,Toucan aure,River,120,0.3621762547987283,0.24950307968274177,0.11148768783878193,0.9299355940740857,1,0,Least Concern,2
217,Parrot flor,Floor,13854,0.7231282738825542,0.5474714898623186,0.5704094914036416,0.45870511566753824,0,0,Vulnerable,3
218,Parrot aure,Floor,14226,0.20056025107298292,0.27438460520258745,0.5815642044379887,0.18163142187882186,0,0,Least Concern,2
219,Jaguar aure,Floor,11353,0.20357837754636043,0.9015830052870676,0.7146956752357342,0.30239574030392224,1,1,Endangered,4
220,Parrot flor,Canopy,14126,0.010090606689024728,0.2152044797331928,0.24021943320838557,0.050802589688942246,0,0,Least Concern,2
221,Parrot aure,Canopy,18459,0.4374819266082097,0.8843551504557535,0.4437713390922451,0.46830059145638514,1,1,Vulnerable,3
222,Toucan flor,River,6364,0.882734380673422,0.559405425727357,0.28236791904265623,0.8531281719102366,0,1,Vulnerable,3
223,Morpho flor,Floor,6982,0.05190094358730901,0.828488133895241,0.08095373611568812,0.9335804560066894,0,1,Least Concern,2
224,Jaguar azul,Canopy,1342,0.19111870949600263,0.712845995860955,0.8766138270158916,0.9326022075036438,1,0,Endangered,4
225,Jaguar flor,Floor,4877,0.31008453834275507,0.6966951114367486,0.7288698044883412,0.12523002562874674,0,1,Vulnerable,3
226,Sloth virid,River,10320,0.7317247365642129,0.3243458076950557,0.3014630594588007,0.382053882511057,0,1,Vulnerable,3
227,Sloth aure,Canopy,15169,0.6406355928025865,0.23389693147220347,0.5993729928719863,0.02822875965070637,1,1,Vulnerable,3
228,Morpho flor,Canopy,2458,0.41594390458185504,0.21088622768078813,0.20126378813447243,0.8551653449714728,0,0,Least Concern,2
229,Sloth azul,Canopy,1492,0.7590689392583757,0.8571916570595887,0.8902366217957709,0.3587557620212738,0,0,Critically Endangered,5
230,Sloth azul,River,10887,0.6096310116569019,0.82042682025902,0.1149063433619103,0.6311170278922348,0,1,Vulnerable,3
231,Jaguar mont,Floor,28,0.8960407996572191,0.4405735280123073,0.0038371455078008987,0.7148984380772886,1,0,Critically Endangered,5
232,Sloth mont,Canopy,1974,0.818026749138693,0.1324046134964546,0.5020081977391821,0.4298446697431554,1,0,Endangered,4
233,Jaguar mont,River,305,0.25281360608920056,0.3822522519774584,0.5831278234528693,0.306442336550243,0,1,Vulnerable,3
234,Parrot flor,Floor,1835,0.2714385776342002,0.6193434541369114,0.5789653202958044,0.9622129101159447,1,0,Least Concern,2
235,Jaguar azul,River,2010,0.12535647579238562,0.45440315447995283,0.05451192743782629,0.9644882250238542,1,0,Least Concern,2
236,Toucan flor,Floor,4914,0.3369647257174565,0.780189268482995,0.3140438069184325,0.28943636803002193,0,0,Vulnerable,3
237,Sloth mont,River,5157,0.9995439187190943,0.9976228222513854,0.4991989468413318,0.4796250967444581,0,1,Critically Endangered,5
238,Parrot mont,Floor,20745,0.405751168615061,0.19113208844889684,0.21657918562724088,0.9728441586600224,0,0,Least Concern,2
239,Parrot virid,Canopy,7145,0.2204884346891064,0.45965081965957244,0.8726258854858964,0.004868407655503226,0,1,Vulnerable,3
240,Jaguar mont,Floor,12862,0.762482884475553,0.43098390192082203,0.08710928946143404,0.41267824837914924,1,0,Vulnerable,3
241,Morpho mont,River,1109,0.5424710034626561,0.30449253274895083,0.48738444167204287,0.10045754968096843,1,0,Vulnerable,3
242,Sloth aure,River,2564,0.14960144952695253,0.19809551672028958,0.691416057513152,0.5091579655626026,0,1,Vulnerable,3
243,Toucan azul,Floor,12148,0.38068968116086577,0.06569211648965922,0.26175110013448244,0.02466995454048715,0,0,Least Concern,2
244,Morpho flor,Canopy,552,0.4144697155393433,0.8871193172236984,0.6242407369975181,0.40689843139062787,0,1,Critically Endangered,5
245,Morpho flor,Canopy,6676,0.7538297005692186,0.4198486976863176,0.8293851501423746,0.22069907478533513,0,0,Critically Endangered,5
246,Toucan azul,Floor,9157,0.020671368891904462,0.49689551850004887,0.19033697509504754,0.5333083624587408,0,0,Least Concern,2
247,Morpho flor,Floor,9226,0.2690196467983105,0.9169420482009158,0.9172205918248628,0.9959936491006997,0,0,Vulnerable,3
248,Toucan flor,River,241,0.517596301315522,0.7762904775159478,0.553558532662358,0.8005361051267477,0,0,Critically Endangered,5
249,Toucan aure,Canopy,3897,0.26884674245284335,0.1305012641171842,0.29923200430106056,0.8456420916244214,0,1,Least Concern,2
250,Morpho aure,Floor,10129,0.6284340474189989,0.5654199676077424,0.43085827538227073,0.6352649873590809,1,1,Least Concern,2
251,Toucan mont,Canopy,1623,0.4818674792746166,0.4422522765195591,0.31219188378638796,0.04155984827225856,0,0,Least Concern,2
252,Morpho mont,Floor,11898,0.36171025485958064,0.7972110725787628,0.7251111599333161,0.20679767604414412,0,0,Endangered,4
253,Morpho flor,Floor,13711,0.9492086268705122,0.7242325476119492,0.7963006634151322,0.925064556447055,0,1,Critically Endangered,5
254,Toucan virid,Canopy,40166,0.6321594991864574,0.690405721911072,0.832937392318661,0.36611311792875123,0,0,Endangered,4
255,Toucan mont,Floor,2365,0.12994137226794122,0.3405448354798969,0.9857682495857412,0.10363672648079558,0,0,Vulnerable,3
256,Sloth aure,Floor,17447,0.5600916974433955,0.8049637303992545,0.7912842924966835,0.702405365866202,0,1,Critically Endangered,5
257,Parrot azul,River,7355,0.780731853200901,0.05239129559486122,0.6013840706885634,0.2994577239342546,1,1,Critically Endangered,5
258,Morpho aure,Floor,4685,0.7084896974927973,0.15962490143216723,0.3392202983917838,0.2688569129041717,0,1,Endangered,4
259,Sloth virid,Floor,1315,0.17208922929525938,0.3356232729779117,0.5445954487107494,0.9979774555582603,1,1,Least Concern,2
260,Toucan azul,Floor,13309,0.9724199990401033,0.07680744106928128,0.04106817279040542,0.8581389250266543,1,1,Vulnerable,3
261,Morpho azul,River,2700,0.448813645746606,0.2349942775346916,0.7448250755299131,0.40793781836784104,1,0,Vulnerable,3
262,Sloth mont,Canopy,4652,0.1590250037402613,0.8301509829979181,0.4459555450921018,0.9802612078164991,0,0,Vulnerable,3
263,Jaguar virid,River,655,0.18019575412814792,0.9482515377900793,0.02002322973218762,0.6501132234192136,1,0,Vulnerable,3
264,Toucan mont,River,16172,0.0982349921890805,0.3046023557741905,0.06250694151041081,0.7420224518797602,0,1,Least Concern,2
265,Toucan azul,Canopy,14559,0.8035181084349343,0.2645158039888382,0.38746646382175665,0.03151304308221159,0,1,Vulnerable,3
266,Toucan aure,River,13238,0.12203049432184865,0.2798926522464269,0.5834215190184351,0.1216052593480571,1,1,Least Concern,2
267,Toucan azul,Canopy,3568,0.12512525714174694,0.27771908735084383,0.4642039489521267,0.6330851264962384,0,1,Least Concern,2
268,Toucan aure,River,1915,0.8504716147608377,0.03593018218597299,0.6192043172921549,0.8990239826494839,0,1,Critically Endangered,5
269,Morpho aure,Canopy,10158,0.34460408444755963,0.9269163463311081,0.4802942587913558,0.6237437260875957,0,1,Least Concern,2
270,Parrot azul,Floor,6865,0.030857904308072448,0.2136981415703284,0.6617038454813468,0.13402489431899178,0,0,Vulnerable,3
271,Morpho mont,River,1973,0.051895299518410876,0.42000407408140494,0.21912606467080087,0.11576004624632463,0,1,Least Concern,2
272,Parrot virid,River,11590,0.14217044670389556,0.00968688274096774,0.11284318718362141,0.8441858958240817,0,0,Least Concern,2
273,Jaguar flor,River,47256,0.21339334797568954,0.8579550909150572,0.59643395462566,0.1393023387079143,1,0,Vulnerable,3
274,Morpho flor,River,13762,0.6651461942384054,0.7311573444549172,0.48468951693630746,0.5202319605040254,1,1,Vulnerable,3
275,Jaguar virid,Floor,13480,0.15732628000182824,0.9467560351737032,0.026867654044935296,0.03711331996230227,1,1,Vulnerable,3
276,Sloth aure,River,30030,0.11887439117707199,0.7816154791963991,0.38048188549303585,0.08066976739117737,0,0,Vulnerable,3
277,Jaguar virid,Floor,2278,0.7647191414762792,0.31370651205206523,0.10612558549099549,0.6723482676428648,0,0,Vulnerable,3
278,Sloth azul,Floor,8346,0.6710552838599144,0.24787335872842364,0.5313568317526952,0.6891814104275167,1,1,Least Concern,2
279,Parrot flor,Floor,38955,0.4353242214552362,0.697716307553293,0.39577767966043076,0.3414694066084424,1,1,Least Concern,2
280,Parrot aure,Floor,1816,0.549309771480104,0.36411277501049943,0.6131519111030179,0.21560976524304476,0,1,Critically Endangered,5
281,Parrot aure,Canopy,12058,0.3119840203264185,0.5662150157526166,0.8056022187702383,0.813710270757308,0,0,Least Concern,2
282,Sloth aure,Canopy,8824,0.48250042023536066,0.006257471026470229,0.2996686838414908,0.21710322946989036,0,0,Least Concern,2
283,Jaguar aure,River,8840,0.5066726489827458,0.06188570168047525,0.9621021041650275,0.5420270696663797,0,0,Vulnerable,3
284,Jaguar mont,Canopy,11972,0.3872372711780959,0.5353679411816512,0.5356345005875744,0.9682088408629055,0,0,Least Concern,2
285,Toucan flor,Canopy,26548,0.9065722106721628,0.5660716464481651,0.618290798754788,0.14785243786238378,1,0,Critically Endangered,5
286,Sloth virid,River,15269,0.016061864981006146,0.7514529444593436,0.680672373225737,0.9408762674947089,0,1,Vulnerable,3
287,Toucan flor,River,587,0.7821712630912462,0.13196531962396174,0.6667315298575898,0.18289305306866865,0,0,Critically Endangered,5
288,Sloth flor,River,19164,0.12438283124132432,0.5131830837567788,0.5109707430450621,0.5674432080232296,0,0,Least Concern,2
289,Jaguar aure,Canopy,2565,0.7975473605371994,0.1944476444316886,0.4287642911146835,0.3770077119587446,0,0,Endangered,4
290,Parrot flor,Canopy,4740,0.6159119156767212,0.09319611956269469,0.053781964177377906,0.9649286015018259,0,0,Vulnerable,3
291,Morpho virid,River,6204,0.8432780909364024,0.4104957940605546,0.02208584530117974,0.2735420290019369,0,1,Vulnerable,3
292,Jaguar mont,Floor,6566,0.09751432564089746,0.16333664808905723,0.35796119453276465,0.39965800208575364,0,1,Least Concern,2
293,Sloth aure,River,5722,0.558980634099774,0.2217819781923186,0.33366089063369264,0.9828601178554205,1,1,Least Concern,2
294,Jaguar mont,Floor,27712,0.5010878802621971,0.31755457986950175,0.38769515483900674,0.5364703911884732,0,0,Least Concern,2
295,Toucan azul,Floor,12252,0.7061931829633586,0.25938840074319625,0.13836820088819002,0.5026301156212535,0,0,Vulnerable,3
296,Parrot azul,River,9984,0.5342905518936758,0.0875912974059464,0.7381682705368436,0.2577784882039913,0,0,Endangered,4
297,Sloth aure,River,521,0.5407345671331042,0.08991624485970229,0.856964414776239,0.7013635603104414,1,0,Endangered,4
298,Morpho azul,River,23435,0.4295959435760647,0.19324941523416816,0.938714635374035,0.014372951777777643,0,1,Vulnerable,3
299,Parrot virid,Canopy,24021,0.30883442400734085,0.050559187959538954,0.49236230351962584,0.04951262970229353,1,0,Least Concern,2
300,Jaguar aure,Floor,15160,0.4822643612521922,0.6264570196769271,0.7008656991254286,0.5993585871358027,0,1,Least Concern,2
301,Morpho mont,Canopy,80,0.11849235876840059,0.28732671650890196,0.8555511234358725,0.3416745738184541,1,0,Critically Endangered,5
302,Sloth flor,Canopy,599,0.9615133389830848,0.279745967769071,0.41829111109348593,0.9533163722009605,1,1,Vulnerable,3
303,Morpho azul,River,2561,0.7144107636265983,0.33199829423776517,0.3094127948704444,0.9031906907227857,0,1,Vulnerable,3
304,Morpho virid,Canopy,1418,0.9524671166878468,0.6627962742097216,0.9367245558534901,0.7137062586767072,0,1,Critically Endangered,5
305,Jaguar aure,River,5098,0.22672738232996326,0.8706338814834905,0.5156765510770731,0.8181455811278013,0,0,Least Concern,2
306,Morpho mont,Floor,25600,0.879341020176528,0.7590869325556384,0.497253886590878,0.6673318496676933,1,1,Endangered,4
307,Toucan flor,River,6397,0.8087899845635385,0.727529230225095,0.17841609656349577,0.12558210271016068,0,1,Critically Endangered,5
308,Morpho flor,Canopy,144,0.6771524124576737,0.48439118560084926,0.10815501457335674,0.7655433696892027,0,0,Vulnerable,3
309,Sloth flor,Canopy,3333,0.6250291860852057,0.6938055569674118,0.8421068624835116,0.21019196871884638,1,0,Critically Endangered,5
310,Morpho mont,River,466,0.31654966526787,0.5527623680335831,0.6141331761875181,0.32344285510019677,1,1,Endangered,4
311,Morpho flor,River,379,0.8164107849650307,0.2162505281865289,0.3258245840194487,0.8192342121024202,0,1,Endangered,4
312,Toucan aure,Canopy,3235,0.5015154614797338,0.20858836774105072,0.19173621739026647,0.5365256083934482,0,0,Vulnerable,3
313,Morpho flor,Floor,3234,0.07089157589128536,0.29639200687528344,0.5554972801696314,0.8599407141834092,0,0,Least Concern,2
314,Jaguar aure,Floor,15480,0.31286316085513,0.9108026709698133,0.5839192892611353,0.21303531984326418,0,1,Vulnerable,3
315,Jaguar mont,River,36832,0.9352970985453276,0.5474148403797259,0.20699360124505817,0.6077784386068872,0,0,Vulnerable,3
316,Sloth virid,Floor,4649,0.8506802606048463,0.7339053770018694,0.8514057478914739,0.08379097254826162,0,0,Critically Endangered,5
317,Sloth mont,Canopy,5611,0.9819056980765392,0.3465587598165476,0.08426436615585109,0.6430609935400297,0,0,Vulnerable,3
318,Morpho aure,River,18639,0.6279933826040981,0.40771577066522524,0.3560930851664217,0.7625340377755347,1,1,Least Concern,2
319,Morpho mont,Canopy,3131,0.24751007314041196,0.12556557863725137,0.6803844137625221,0.5849308939787217,0,0,Vulnerable,3
320,Toucan azul,Canopy,1710,0.16281504967686378,0.17129495782167037,0.2741203638192007,0.26623150149881025,0,1,Least Concern,2
321,Sloth azul,Floor,19189,0.18691444060846163,0.8273565548261456,0.8276751947812718,0.03134266885886672,0,0,Endangered,4
322,Parrot mont,River,486,0.019795658347254386,0.5848386316888821,0.7398678266004035,0.11944888396428577,0,1,Endangered,4
323,Morpho mont,River,9677,0.3906821109859392,0.3375324658838189,0.7890228445481342,0.6223029790740262,0,1,Least Concern,2
324,Parrot virid,Floor,8265,0.1914276804995425,0.802851208995546,0.11910653587671627,0.9344202168425138,0,0,Least Concern,2
325,Parrot virid,Canopy,4255,0.4116554604567024,0.24651990563798298,0.14054712799554292,0.2065344039720064,1,0,Least Concern,2
326,Jaguar virid,Canopy,3796,0.9349944318387654,0.9760326986002038,0.2864737377445836,0.7350261491050988,0,0,Critically Endangered,5
327,Parrot flor,Canopy,14787,0.43054020950718996,0.34481760774616976,0.5180771651975611,0.8664510632490415,0,0,Least Concern,2
328,Toucan virid,Canopy,913,0.8779844969848348,0.3373109541512276,0.7480160766994024,0.5208821784475111,1,1,Critically Endangered,5
329,Jaguar flor,River,2712,0.6055047666158765,0.3119119055367052,0.8365308907609035,0.6692657958436578,0,0,Endangered,4
330,Sloth mont,River,13194,0.24713155466139192,0.12211151592428793,0.7043353159571805,0.8150153166761481,1,1,Least Concern,2
331,Morpho azul,Floor,7957,0.3558547592592114,0.11113714733201241,0.9285968815306384,0.2606751577405936,0,0,Vulnerable,3
332,Jaguar virid,Floor,1379,0.08391953582142941,0.6481050345341234,0.7387435096159303,0.296895674268043,1,0,Vulnerable,3
333,Sloth virid,River,21392,0.3334625935960105,0.875118044558047,0.3062678870046147,0.0006275166284561706,0,0,Vulnerable,3
334,Jaguar flor,River,5009,0.677540945503534,0.7905205102716735,0.2650812843385726,0.9630941308978025,1,0,Vulnerable,3
335,Jaguar mont,Canopy,17604,0.07211109292943518,0.1411075940213511,0.6961924503010899,0.9175448945963448,1,0,Least Concern,2
336,Toucan mont,Canopy,15508,0.20540140847802935,0.5455821217920664,0.19287056868961427,0.7645682637594303,0,1,Least Concern,2
337,Parrot mont,Floor,9802,0.3814410414133115,0.10559154597664,0.09271481081026989,0.07907602097664812,0,0,Least Concern,2
338,Parrot flor,River,6831,0.9820495370159625,0.045294643613077445,0.5322228748561939,0.44750288969950813,1,0,Vulnerable,3
339,Morpho mont,Floor,38908,0.7848618229588802,0.6563858593847672,0.8216415697789553,0.10189175397155281,0,1,Critically Endangered,5
340,Sloth mont,River,1576,0.7334867464921039,0.5351523336803503,0.10137984246986353,0.015920267262798604,0,1,Endangered,4
341,Toucan virid,Canopy,12925,0.11619095652544598,0.08202368521147085,0.7918913237957292,0.6161829652125973,0,0,Least Concern,2
342,Parrot azul,Floor,2131,0.7809958936149914,0.034939246405988444,0.8115720043515481,0.9608294170801884,1,1,Critically Endangered,5
343,Morpho mont,Floor,4138,0.7852688115160151,0.9897564134093346,0.48227400008154353,0.9028680234321501,0,0,Critically Endangered,5
344,Morpho virid,River,3701,0.6011026956243283,0.030021332149071878,0.05731031001048681,0.6967548149354044,0,1,Vulnerable,3
345,Toucan mont,Canopy,29391,0.9903617819983719,0.44452825305015964,0.1745898512471864,0.09664058416487142,0,1,Vulnerable,3
346,Toucan azul,Floor,34230,0.32525390592455194,0.5046190246076956,0.7074262751619323,0.27416403767230013,1,1,Vulnerable,3
347,Parrot aure,Canopy,2031,0.9412724482418516,0.11728014780044504,0.7117779449909495,0.32005672688529097,1,1,Critically Endangered,5
348,Jaguar virid,Floor,232,0.9147311149565036,0.16906177843971626,0.8983552751676653,0.7631500577455612,1,0,Critically Endangered,5
349,Toucan aure,Canopy,12739,0.011480659749377842,0.3518050064103525,0.5826861465545828,0.8022491792351141,0,1,Least Concern,2
350,Parrot aure,River,5422,0.45011652647481104,0.7616758762136626,0.1241073677137774,0.3851061229899204,1,0,Vulnerable,3
351,Parrot virid,Floor,940,0.9771042330515733,0.5070824240602667,0.12141490550497214,0.41788399661760967,0,0,Endangered,4
352,Jaguar azul,Floor,11522,0.10312136240807579,0.6379018745529615,0.7211323573568237,0.044509039276171336,0,0,Vulnerable,3
353,Jaguar flor,Canopy,7886,0.5477846943833194,0.9851745550906748,0.18378466510790115,0.289136718418761,0,1,Endangered,4
354,Toucan aure,Canopy,39392,0.9789575070411041,0.7680054353132096,0.32838549961660535,0.45128517717763994,0,1,Critically Endangered,5
355,Jaguar mont,Floor,2590,0.5554954241058602,0.4343614981412177,0.4872120069219139,0.11698304638525758,1,0,Vulnerable,3
356,Toucan mont,River,5184,0.18981530297215599,0.44644192179654874,0.0247648775761512,0.45326746075502133,0,1,Least Concern,2
357,Toucan azul,Canopy,7830,0.5821832300925898,0.618772077041005,0.24881902701993186,0.8531758122578004,0,1,Least Concern,2
358,Parrot mont,Canopy,15697,0.20444057394954684,0.6653652084189043,0.40788960850728007,0.5813210197250533,1,0,Least Concern,2
359,Jaguar mont,Canopy,7969,0.5197042628944842,0.5007109258366713,0.27963631849320625,0.07892985503841232,1,0,Vulnerable,3
360,Jaguar flor,Floor,9500,0.074042217912348,0.6448612228149799,0.13637032746756583,0.19167131883027433,0,1,Least Concern,2
361,Toucan virid,Floor,2573,0.6054826692144046,0.02353249441409877,0.7280122577961974,0.4745443501585562,0,0,Critically Endangered,5
362,Sloth aure,Floor,18777,0.5167899391281582,0.4296228638968441,0.8131476551679849,0.36148714982181207,1,0,Endangered,4
363,Jaguar virid,Floor,5607,0.7401613687614631,0.27893807607347676,0.25747897614372484,0.35872701954609876,0,1,Vulnerable,3
364,Parrot azul,River,1529,0.630700471158785,0.1291744452431104,0.7744194946063033,0.5292674481435902,0,1,Endangered,4
365,Parrot mont,River,10922,0.5496062685307567,0.09954651280877513,0.38555356440131383,0.5843959215894574,0,1,Least Concern,2
366,Parrot mont,Floor,2444,0.6897788492481212,0.6031921656146675,0.5066857908540028,0.7968615702761911,0,1,Vulnerable,3
367,Toucan aure,River,1036,0.14394191357223085,0.5236005471526117,0.8560010748931528,0.34096656346248466,1,0,Vulnerable,3
368,Jaguar flor,Canopy,19814,0.5953596612586041,0.2535841169963692,0.7499536818024078,0.8054662830405868,0,0,Vulnerable,3
369,Morpho azul,Canopy,6174,0.17211060282277768,0.4709500587725145,0.8051168513161777,0.33861122911263253,0,1,Vulnerable,3
370,Morpho azul,Canopy,13844,0.9255222078518809,0.4922323151824083,0.13684516658635681,0.05543298894123383,0,0,Vulnerable,3
371,Toucan aure,Floor,3443,0.0683341048456042,0.1950089804386158,0.06971942583372948,0.5541876510047912,0,1,Least Concern,2
372,Toucan azul,Canopy,15473,0.43037474969079326,0.6520930618816506,0.8934047290879871,0.5879023248948145,0,0,Least Concern,2
373,Parrot virid,River,1197,0.6957974776554449,0.7809193563860904,0.38783426957109435,0.9345402456218601,0,0,Endangered,4
374,Jaguar azul,Floor,4410,0.45802221166825874,0.791463540889519,0.28787967806968084,0.7260613260624744,0,0,Vulnerable,3
375,Morpho virid,River,38205,0.09209525323290235,0.6024698307034551,0.7246962542618245,0.9177726524944395,0,1,Least Concern,2
376,Sloth mont,Canopy,15808,0.5533790161267074,0.5116385825190141,0.8364155965798566,0.9083472102430096,0,0,Vulnerable,3
377,Parrot mont,Canopy,6886,0.6416319088273545,0.06100714300539489,0.8624896218983009,0.6045741102582421,0,0,Vulnerable,3
378,Sloth virid,Canopy,4161,0.7037923109905077,0.28783129885160585,0.31599714112522737,0.5277620653364475,0,0,Vulnerable,3
379,Sloth flor,Floor,20577,0.3732598144627589,0.0932714467781699,0.852212391201674,0.5574409671635999,0,1,Least Concern,2
380,Toucan virid,River,7881,0.5636599710287622,0.9638231608784736,0.04093394437434539,0.9783308076772478,1,0,Vulnerable,3
381,Morpho virid,Floor,14215,0.4506864749389131,0.1350801462257607,0.049661491459718876,0.7731676917469589,0,0,Least Concern,2
382,Toucan aure,Floor,14038,0.6720560387522534,0.15177540985110205,0.6235191951741544,0.10626590479239584,0,0,Endangered,4
383,Morpho mont,Canopy,191,0.5835569673248185,0.8895766183304922,0.06310636911554623,0.7784284067813999,0,1,Critically Endangered,5
384,Parrot virid,Floor,1359,0.5257562195591349,0.9439282834764579,0.3246091685101615,0.17053804889822588,1,0,Critically Endangered,5
385,Parrot aure,Floor,10787,0.24952436683824863,0.7658290392349099,0.672755986246924,0.44735054900562565,0,0,Endangered,4
386,Sloth mont,Canopy,1772,0.0020185177482339167,0.00540492367266987,0.33726689605422633,0.21045967217653427,1,0,Least Concern,2
387,Jaguar flor,Floor,2960,0.17408167531142926,0.0013462709565636999,0.17959978144009592,0.6895830655332298,0,0,Least Concern,2
388,Toucan flor,Canopy,29316,0.11706604142416865,0.3781007697874508,0.28135062185384163,0.8773097361930356,1,1,Least Concern,2
389,Morpho mont,Canopy,8223,0.44908474501094675,0.14339537001089253,0.4575753322504318,0.29036188536668095,1,0,Least Concern,2
390,Morpho aure,Canopy,13902,0.6122581507618446,0.018386142151597284,0.4753858553554824,0.08201074120818763,0,1,Vulnerable,3
391,Sloth mont,Canopy,8174,0.21308500868480817,0.4640666894045047,0.783000231347202,0.29849309807496327,0,1,Vulnerable,3
392,Jaguar virid,Floor,8051,0.9390570959671871,0.9430618974069715,0.7501532294315125,0.6723618579321944,0,0,Critically Endangered,5
393,Sloth mont,Canopy,998,0.006682129223887778,0.3238195749024314,0.4568178045561352,0.32876012755444994,0,1,Least Concern,2
394,Jaguar azul,Canopy,4220,0.7723010151653429,0.6611406784286965,0.8456673490987714,0.2781121675538034,0,1,Critically Endangered,5
395,Parrot flor,Floor,3328,0.6252047695304422,0.6522353531324407,0.11423713859139584,0.18443519058426494,0,1,Vulnerable,3
396,Parrot azul,Floor,4964,0.3735548010476819,0.25108010366516775,0.2553533502289015,0.49751642687443354,0,0,Least Concern,2
397,Parrot aure,River,16021,0.05048894441240792,0.6504252488238643,0.8279764635022515,0.2759488281571876,0,0,Vulnerable,3
398,Morpho flor,Floor,4661,0.6274865717842794,0.21233397428689127,0.3779940386261531,0.7310103491394832,0,0,Vulnerable,3
399,Parrot virid,Floor,6019,0.38561351286564804,0.12200741357688905,0.9811815587938422,0.07662240199220272,0,1,Vulnerable,3
400,Sloth azul,River,5074,0.9362671394132192,0.7013832855596901,0.4662532815278354,0.6640330331113176,0,0,Endangered,4
401,Morpho mont,Floor,990,0.5419900748897659,0.11344081710391674,0.7919356229637641,0.23756001456776987,1,0,Critically Endangered,5
402,Sloth aure,Floor,5827,0.9396515112935082,0.9969092185893553,0.40230704138237194,0.48927926105160313,0,0,Critically Endangered,5
403,Sloth virid,Floor,2186,0.2204836934733041,0.18345240115022932,0.4249535190624304,0.2860899220312606,1,0,Least Concern,2
404,Morpho aure,Floor,2076,0.7257259103641033,0.5941418627564575,0.3828831472841835,0.7227686760107956,0,0,Vulnerable,3
405,Toucan azul,River,997,0.6172490208487257,0.4113745714125894,0.7190756205108118,0.9453070402516367,0,0,Endangered,4
406,Sloth virid,Floor,4420,0.7394082298313118,0.1263864224056671,0.5475178840599945,0.9170767794698133,0,0,Vulnerable,3
407,Parrot azul,Floor,14176,0.2146678639725368,0.027843907577413396,0.9437781113683691,0.5834262151440911,0,1,Least Concern,2
408,Sloth virid,River,3245,0.6649945162377737,0.6227322822928333,0.25089031653410476,0.4626103032569784,1,0,Vulnerable,3
409,Sloth virid,Canopy,3754,0.498040393056869,0.8067575637891261,0.10056273208344435,0.8183005094393818,0,1,Vulnerable,3
410,Toucan mont,River,10301,0.7428249749063163,0.842015661506744,0.3932614850992152,0.6833263626277299,0,0,Endangered,4
411,Morpho aure,Canopy,2189,0.3270446441518178,0.48271347307693446,0.616712707646776,0.18356411421693286,1,0,Vulnerable,3
412,Toucan flor,River,22736,0.8900570254652526,0.7774554671823856,0.860798936915495,0.8209192136130002,0,1,Critically Endangered,5
413,Sloth flor,River,7353,0.08430131461135038,0.6728471334885447,0.34619688668032766,0.4288843893947102,1,1,Least Concern,2
414,Toucan aure,Floor,5944,0.807189318791188,0.7242545274991332,0.6537867511244616,0.1889856599711751,1,0,Critically Endangered,5
415,Toucan aure,Canopy,8170,0.8613196258150908,0.4925990052218141,0.35019868102321905,0.28179735039649245,0,1,Vulnerable,3
416,Toucan flor,Floor,1825,0.8172523113668212,0.6334117402421271,0.6172195829944581,0.26752703024834235,0,1,Critically Endangered,5
417,Morpho flor,Canopy,9515,0.512726394261776,0.805525913576057,0.8848079470306509,0.5192069746034601,0,1,Critically Endangered,5
418,Sloth virid,River,4521,0.4383849800307613,0.39788417555702305,0.23135764225940902,0.2343700906778755,0,0,Least Concern,2
419,Sloth mont,River,22758,0.9962622865248768,0.8059789008675837,0.40424164210703917,0.12356648740157616,0,0,Critically Endangered,5
420,Toucan flor,Canopy,1859,0.22917195121416212,0.5920168427890629,0.9932651964297465,0.12369085061376073,1,1,Vulnerable,3
421,Parrot virid,Floor,7083,0.5468759658760446,0.16590102437078624,0.8685570282494608,0.5832761971390966,1,1,Vulnerable,3
422,Sloth flor,Floor,9125,0.6706755253823256,0.024684157224584613,0.564639857896202,0.7347592888493786,0,0,Least Concern,2
423,Toucan aure,Floor,349,0.700867635861432,0.36275360039915205,0.5166275918542753,0.3215330088383408,0,1,Critically Endangered,5
424,Toucan azul,Floor,4530,0.2040246657385787,0.5466963282963399,0.284600382304681,0.03465070981401708,0,0,Least Concern,2
425,Parrot virid,River,13201,0.6539940923398012,0.8398203522034884,0.5172094276935294,0.12722488693701073,0,0,Endangered,4
426,Sloth mont,River,17178,0.8183695664813373,0.1274856801402462,0.8481814982799472,0.9146945603370571,1,0,Endangered,4
427,Sloth aure,River,3766,0.050018576821112215,0.8002063476835791,0.6851745132777806,0.493543659589453,0,1,Critically Endangered,5
428,Jaguar virid,River,16034,0.9115212933253165,0.863009046067227,0.2900440281779866,0.45357280961517477,0,0,Critically Endangered,5
429,Toucan azul,River,34354,0.029504055145205932,0.1506874870008338,0.20146392105353295,0.038049178310090914,0,1,Least Concern,2
430,Parrot flor,Floor,19450,0.35597103248839435,0.851594319304219,0.2652085369968291,0.7286370223168991,1,0,Least Concern,2
431,Jaguar aure,Floor,1261,0.015813196232962068,0.991453567842792,0.16975920139282652,0.5280680809320789,0,1,Vulnerable,3
432,Jaguar azul,Floor,13470,0.07714516853958187,0.7268388310482375,0.09564069602371594,0.20208093608652078,1,1,Vulnerable,3
